user_id,product_id,label,prediction,probability,product_name
3048,23044,0.0,1.0,"[0.4964280242135251,0.503571975786475]",Cream Top Smooth & Creamy Vanilla Yogurt
3178,5077,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",100% Whole Wheat Bread
3178,5077,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",100% Whole Wheat Bread
3178,2708,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Fruit By the Foot Variety Pack
3178,16920,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Country Potato Bread
3178,9623,0.0,1.0,"[0.1997303386535889,0.8002696613464111]",Sparkling Natural Spring Water
3178,33122,1.0,1.0,"[0.1997303386535889,0.8002696613464111]",Peanut Butter Dark Chocolate Protein Chewy Bars
3178,24691,0.0,1.0,"[0.25472346751838293,0.7452765324816171]",Pearl  Super Absorbency Unscented Tampons
3178,24691,1.0,1.0,"[0.25472346751838293,0.7452765324816171]",Pearl  Super Absorbency Unscented Tampons
3221,21903,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Baby Spinach
3221,30450,1.0,1.0,"[0.08477304240189694,0.915226957598103]",Creamy Almond Butter
3221,2535,1.0,1.0,"[0.08477304240189694,0.915226957598103]",Shaved Parmesan
3221,12341,1.0,1.0,"[0.10415808293415141,0.8958419170658486]",Hass Avocados
3221,12732,1.0,1.0,"[0.10758910047899868,0.8924108995210013]",Organic Ground Turkey
3221,10326,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Organic Fuji Apples
3221,27156,0.0,1.0,"[0.1564935648320889,0.8435064351679111]",Organic Black Beans
3221,27966,0.0,1.0,"[0.1978041277214131,0.8021958722785869]",Organic Raspberries
3221,8048,1.0,1.0,"[0.3420354037820477,0.6579645962179523]",Packaged Grape Tomatoes
3223,8744,0.0,1.0,"[0.15415966228335462,0.8458403377166454]",Mixed Vegetables
3223,879,1.0,1.0,"[0.3439686234101558,0.6560313765898442]",Baby Dry Diapers Size 4
3223,40759,1.0,1.0,"[0.49855135241856924,0.5014486475814308]","Unsweetened Almond Breeze, Almond Milk, Original"
3223,34516,0.0,1.0,"[0.4960583362905633,0.5039416637094367]",Soothe & Sleep With Lavander Foaming Bath
3237,32818,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Organic Pink Lemonade Bunny Fruit Snacks
3295,47766,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Organic Avocado
3295,24852,0.0,1.0,"[0.10214481830682604,0.8978551816931739]",Banana
3295,30391,1.0,1.0,"[0.12556135369267055,0.8744386463073295]",Organic Cucumber
3295,45007,1.0,1.0,"[0.12556135369267055,0.8744386463073295]",Organic Zucchini
3295,14678,1.0,1.0,"[0.12556135369267055,0.8744386463073295]",Organic Frozen Peas
3295,47492,1.0,1.0,"[0.19865162162864003,0.80134837837136]",Organic Berry Blend
3295,47492,1.0,1.0,"[0.19865162162864003,0.80134837837136]",Organic Berry Blend
3295,28373,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Original Rotisserie Chicken
3295,23537,0.0,1.0,"[0.3301490754445589,0.6698509245554412]",Light Brown Sugar
3308,16185,1.0,1.0,"[0.17146201741079808,0.8285379825892019]",Sharp Cheddar Cheese
3338,28985,1.0,1.0,"[0.06305525415659465,0.9369447458434054]",Michigan Organic Kale
3338,28985,1.0,1.0,"[0.06305525415659465,0.9369447458434054]",Michigan Organic Kale
3338,44306,1.0,1.0,"[0.07996662056204902,0.9200333794379509]",Organic Broccoli Sprouts
3338,44306,1.0,1.0,"[0.07996662056204902,0.9200333794379509]",Organic Broccoli Sprouts
3338,37646,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Organic Gala Apples
3338,49235,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Half & Half
3338,19261,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Rocky Mountain Sourdough Bread
3338,47209,1.0,1.0,"[0.12544581916834854,0.8745541808316515]",Organic Hass Avocado
3338,37158,0.0,1.0,"[0.12485066196667122,0.8751493380333288]",Chicken & Maple Breakfast Sausage
3338,22935,1.0,1.0,"[0.15563895521891818,0.8443610447810819]",Organic Yellow Onion
3338,21137,1.0,1.0,"[0.15635465740472632,0.8436453425952737]",Organic Strawberries
3338,7412,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Gluten-Free Red Hot Blues Made with Organic Blue  Corn Tortilla Chips
3338,27695,1.0,1.0,"[0.25168403585717086,0.7483159641428292]",Natural Chicken & Sage Breakfast Sausage
3338,22873,1.0,1.0,"[0.2574909069432999,0.7425090930567001]",Grass Fed Vat Unsalted Cultured Butter
3338,21506,1.0,1.0,"[0.34388136876632464,0.6561186312336753]",Organic Raisin Bran Cereal
3338,26521,1.0,1.0,"[0.49855135241856924,0.5014486475814308]",Organic Grass-Fed Classic Mild Cheddar Macaroni & Cheese
3338,39519,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Dark Chocolate Peanut Butter Cups
3355,24852,1.0,1.0,"[0.12470644546630742,0.8752935545336926]",Banana
3360,16965,1.0,1.0,"[0.15415966228335462,0.8458403377166454]",Chocolate Ice Cream
3360,30160,0.0,1.0,"[0.49383850726358086,0.5061614927364191]",100% Pure Cider
3363,44632,1.0,1.0,"[0.1261594103462707,0.8738405896537293]",Sparkling Water Grapefruit
3363,16617,1.0,1.0,"[0.34290585316406613,0.6570941468359339]",Organic Muenster Cheese Slices
3363,16182,1.0,1.0,"[0.49542185028297486,0.5045781497170252]",Red Oak Leaf
3396,27845,1.0,1.0,"[0.24828065669789157,0.7517193433021084]",Organic Whole Milk
3396,27845,1.0,1.0,"[0.24828065669789157,0.7517193433021084]",Organic Whole Milk
3396,4605,0.0,1.0,"[0.4940135274025541,0.5059864725974459]",Yellow Onions
3447,24852,0.0,1.0,"[0.49045260764826365,0.5095473923517364]",Banana
3491,36011,0.0,1.0,"[0.19796956742451147,0.8020304325754886]",Organic Fat Free Milk
3491,36011,1.0,1.0,"[0.19796956742451147,0.8020304325754886]",Organic Fat Free Milk
3565,24830,1.0,1.0,"[0.2500646670087574,0.7499353329912426]",Organic Romaine
3565,47766,1.0,1.0,"[0.49300745613917796,0.506992543860822]",Organic Avocado
3568,47209,1.0,1.0,"[0.1554654925281321,0.8445345074718679]",Organic Hass Avocado
3568,20869,0.0,1.0,"[0.33151988583545844,0.6684801141645416]",Yellow Potato
3568,24964,0.0,1.0,"[0.4940135274025541,0.5059864725974459]",Organic Garlic
3614,11712,1.0,1.0,"[0.060367592807345015,0.939632407192655]",Cage Free Large White Eggs
3614,24964,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Garlic
3614,41213,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",French Loaf
3614,41213,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",French Loaf
3614,33754,1.0,1.0,"[0.12544581916834854,0.8745541808316515]",Total 2% with Strawberry Lowfat Greek Strained Yogurt
3614,6489,0.0,1.0,"[0.34388136876632464,0.6561186312336753]",Backyard Barbeque Potato Chips
3617,4889,1.0,1.0,"[0.25292969060839793,0.747070309391602]",Mini Peeled Carrots
3617,16797,1.0,1.0,"[0.32944944133946513,0.6705505586605349]",Strawberries
3617,13768,0.0,1.0,"[0.49855135241856924,0.5014486475814308]","Ground Pork, Extra Lean, 4% Fat"
3623,33198,1.0,1.0,"[0.07996662056204902,0.9200333794379509]",Sparkling Natural Mineral Water
3623,9339,1.0,1.0,"[0.08250446258092806,0.917495537419072]",Organic Chicken & Apple Sausage
3623,27061,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Sweet Potato Apple Stage 2 Baby Food
3623,39427,0.0,1.0,"[0.08309971289141646,0.9169002871085835]",Apples + Strawberries Organic Nibbly Fingers
3623,14678,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Frozen Peas
3623,43005,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic Rooibos Tea
3623,17284,1.0,1.0,"[0.19742142443635816,0.8025785755636419]",Organic Sugar Snap Peas
3623,24964,1.0,1.0,"[0.1958954817458989,0.8041045182541011]",Organic Garlic
3623,22935,1.0,1.0,"[0.1958954817458989,0.8041045182541011]",Organic Yellow Onion
3623,22935,1.0,1.0,"[0.1958954817458989,0.8041045182541011]",Organic Yellow Onion
3623,17948,1.0,1.0,"[0.24861486068982314,0.7513851393101769]",Frozen Organic Wild Blueberries
3623,7695,1.0,1.0,"[0.4955333478733663,0.5044666521266337]",Dark Chocolate Pot De Creme
3623,29156,0.0,1.0,"[0.4955333478733663,0.5044666521266337]",Organic Stage 2 Sweet Potato Garbanzo Barley
3623,46667,1.0,1.0,"[0.4944609312469315,0.5055390687530685]",Organic Ginger Root
3623,2091,1.0,1.0,"[0.4955333478733663,0.5044666521266337]",Almond Nut & Rice Cracker Snacks
3630,3583,1.0,1.0,"[0.169862586810972,0.830137413189028]",Unsweetened Coconut Milk Beverage
3680,21526,0.0,1.0,"[0.16759375713082716,0.8324062428691729]",Organic Golden Round Crackers
3736,31196,0.0,1.0,"[0.3301793427552255,0.6698206572447745]",Half Dozen Grade A White Eggs Large
3736,46676,1.0,1.0,"[0.49179438153283206,0.5082056184671679]",Total 0% Nonfat Greek Yogurt
3780,42768,1.0,1.0,"[0.12411429827982116,0.8758857017201789]",Organic Garbanzo Beans
3781,38455,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Jalapeno Kettle Cooked Potato Chips
3804,34262,1.0,1.0,"[0.169862586810972,0.830137413189028]",Hint Of Sea Salt Almond Nut Thins
3804,2295,0.0,1.0,"[0.4946037549920971,0.5053962450079029]",Yellow Bell Pepper
3846,27336,0.0,1.0,"[0.49387271701448676,0.5061272829855132]",Organic Rainbow Carrots
3939,35199,1.0,1.0,"[0.06993311606602351,0.9300668839339765]",100% Apple Juice
3939,35359,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Original Choice Dry Cat Food
3939,23580,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Outshine Lime Fruit Bars
3939,39132,1.0,1.0,"[0.16757910669974838,0.8324208933002516]",Plastic Cup Squared Base - 30 CT
3939,38802,0.0,1.0,"[0.34294178575950685,0.6570582142404932]",Country Potato Hamburger Buns
3939,39792,0.0,1.0,"[0.3448774431092816,0.6551225568907184]",Beef Chuck with Sweet Onions Burgers
3939,43199,0.0,1.0,"[0.3448774431092816,0.6551225568907184]",Signature Shredded Steak & Three–Cheese Burritos
3939,27974,0.0,1.0,"[0.49965426389442885,0.5003457361055712]",Salisbury Hamburger Helper
3946,29640,1.0,1.0,"[0.19970485070942243,0.8002951492905775]",Unsweetened Ice Tea
3950,13944,1.0,1.0,"[0.06260992701869657,0.9373900729813034]",Pure Water
3950,588,1.0,1.0,"[0.16816119842262872,0.8318388015773712]",Special K Original Cereal
3950,3755,0.0,1.0,"[0.4986480260249347,0.5013519739750654]",Ultra Soft & Strong With Clean Stretch Unscented Bathroom Tissue
3950,27356,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",French Onion Dip
3960,47209,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Organic Hass Avocado
3960,21903,1.0,1.0,"[0.06260992701869657,0.9373900729813034]",Organic Baby Spinach
3960,17833,1.0,1.0,"[0.0636994437591345,0.9363005562408655]",Gluten Free Cheese Ravioli
3960,3957,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",100% Raw Coconut Water
3960,11440,1.0,1.0,"[0.08477304240189694,0.915226957598103]",Chicken Breast Tenders Breaded
3960,12254,1.0,1.0,"[0.10415808293415141,0.8958419170658486]",Organic Cherries
3960,37971,0.0,1.0,"[0.11029870462373949,0.8897012953762605]",Organic Cranberry Pomegranate Juice
3960,24964,1.0,1.0,"[0.12328862349020123,0.8767113765097988]",Organic Garlic
3980,13259,1.0,1.0,"[0.10415808293415141,0.8958419170658486]",Organic Variety Pack
4079,27392,0.0,1.0,"[0.4949143445407659,0.5050856554592341]",Strawberry Organic Kefir
4112,46106,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Organic Sriracha Hummus
4201,27796,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Real Mayonnaise
4242,37710,1.0,1.0,"[0.1241821481316327,0.8758178518683672]",Trail Mix
4242,32455,1.0,1.0,"[0.123592138956746,0.876407861043254]",Whole Grain Cheddar Baked Snack Crackers
4242,3298,1.0,1.0,"[0.19865162162864003,0.80134837837136]",Mozzarella String Cheese
4242,47402,1.0,1.0,"[0.19970485070942243,0.8002951492905775]",Fuji Apples
4289,33065,0.0,1.0,"[0.19865162162864003,0.80134837837136]",Cabernet Sauvignon
4335,44560,1.0,1.0,"[0.06305525415659465,0.9369447458434054]",Kids Organic Chocolate Chip ZBars
4335,35951,1.0,1.0,"[0.06753953222380561,0.9324604677761944]",Organic Unsweetened Almond Milk
4335,33636,1.0,1.0,"[0.06753953222380561,0.9324604677761944]",Organic Shells And White Cheddar
4335,26209,1.0,1.0,"[0.07996662056204902,0.9200333794379509]",Limes
4335,24841,0.0,1.0,"[0.08309971289141646,0.9169002871085835]",Aged White Cheddar Baked Rice & Corn Puffs Gluten Free Lunch Packs
4335,30391,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Cucumber
4335,22950,0.0,1.0,"[0.10214481830682604,0.8978551816931739]",Natural Free & Clear Dishwasher Detergent Packs
4335,21616,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Baby Arugula
4335,40706,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Grape Tomatoes
4335,5077,1.0,1.0,"[0.11225771679990933,0.8877422832000906]",100% Whole Wheat Bread
4335,46720,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic Free Range Chicken Broth
4339,16797,1.0,1.0,"[0.19711850567742828,0.8028814943225717]",Strawberries
4339,29487,0.0,1.0,"[0.2500646670087574,0.7499353329912426]",Roma Tomato
4339,23734,0.0,1.0,"[0.49639726026785075,0.5036027397321492]",Sour Cream
4350,4462,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Pink Lady Apple Kombucha
4350,37646,0.0,1.0,"[0.4950551614256886,0.5049448385743114]",Organic Gala Apples
4350,3957,1.0,1.0,"[0.49434943849586294,0.5056505615041371]",100% Raw Coconut Water
4362,21616,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Baby Arugula
4362,47209,0.0,1.0,"[0.1978041277214131,0.8021958722785869]",Organic Hass Avocado
4362,46969,0.0,1.0,"[0.49747884531913916,0.5025211546808608]",Organic Bosc Pear
4362,15261,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Organic Rosemary
4378,13176,1.0,1.0,"[0.48713227061907316,0.5128677293809268]",Bag of Organic Bananas
4422,35504,0.0,1.0,"[0.49542185028297486,0.5045781497170252]",Real Coconut Water
4422,44632,1.0,1.0,"[0.49300745613917796,0.506992543860822]",Sparkling Water Grapefruit
4514,44632,1.0,1.0,"[0.19645985121712162,0.8035401487828784]",Sparkling Water Grapefruit
4555,25466,1.0,1.0,"[0.123592138956746,0.876407861043254]",Water
4584,27086,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Half & Half
4584,35140,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Organic Whole Cashews
4585,812,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Healthy Grains Oats & Honey Clusters with Toasted Coconut Gluten Free
4618,24852,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Banana
4618,47144,1.0,1.0,"[0.12485066196667122,0.8751493380333288]",Unsweetened Original Almond Breeze Almond Milk
4618,45696,1.0,1.0,"[0.25472346751838293,0.7452765324816171]",SpongeBob SquarePants Mouthwash
4618,13639,1.0,1.0,"[0.34294178575950685,0.6570582142404932]",Sliced Almonds
4618,34146,0.0,1.0,"[0.4975096100758225,0.5024903899241775]",Fruit By The Foot Berry Tie Dye Fruit Snacks
4674,27845,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Organic Whole Milk
4674,42828,1.0,1.0,"[0.08309971289141646,0.9169002871085835]",Whipped Cream Cheese
4674,13819,1.0,1.0,"[0.12174169751151893,0.878258302488481]",Roasted Salted Cashews
4674,26604,1.0,1.0,"[0.1978041277214131,0.8021958722785869]",Organic Blackberries
4674,11777,0.0,1.0,"[0.34291405637414424,0.6570859436258558]",Red Raspberries
4674,26940,1.0,1.0,"[0.34291405637414424,0.6570859436258558]",Organic Large Green Asparagus
4674,32515,0.0,1.0,"[0.49650340537383325,0.5034965946261667]",Whole Milk Blended Cherry Greek Yogurt
4675,3579,0.0,1.0,"[0.33151988583545844,0.6684801141645416]",Home Style Beefless Tips
4675,47223,1.0,1.0,"[0.4964280242135251,0.503571975786475]",Gluten Free & Dairy Free Thai Red Curry With Organic Jasmin Rice & Vegetables
4675,28458,0.0,1.0,"[0.4964280242135251,0.503571975786475]",Black Bean Tamale Verde
4685,4920,0.0,1.0,"[0.4950551614256886,0.5049448385743114]",Seedless Red Grapes
4685,38739,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Hass Avocado
4732,8193,1.0,1.0,"[0.19730876806855294,0.8026912319314471]",Russet Potato
4783,6489,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Backyard Barbeque Potato Chips
4783,6489,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Backyard Barbeque Potato Chips
4783,33947,0.0,1.0,"[0.10490647821810717,0.8950935217818928]",Cranberry Nectar 100% Juice
4783,34622,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Vanilla Cupcakes
4783,42110,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic Macaroni Shells & Real Aged Cheddar
4783,36550,0.0,1.0,"[0.24941713857663209,0.7505828614233679]",Organic Extra Large Grade AA Brown Eggs
4795,43154,1.0,1.0,"[0.12347816052922866,0.8765218394707713]",Sparkling Mineral Water
4795,130,1.0,1.0,"[0.12289102678954421,0.8771089732104558]",Vanilla Milk Chocolate Almond Ice Cream Bars Multi-Pack
4863,32684,1.0,1.0,"[0.49542185028297486,0.5045781497170252]",Grade A Organic Large Brown Eggs
4886,5380,1.0,1.0,"[0.0636994437591345,0.9363005562408655]",Organic Mint Bunch
4886,34574,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Milk Chocolate baking Chips
4886,31130,0.0,1.0,"[0.19874245496895557,0.8012575450310444]",Sea Salt Flakes Original
4904,4660,1.0,1.0,"[0.15415966228335462,0.8458403377166454]",Sausage Pizza
4904,4660,1.0,1.0,"[0.15415966228335462,0.8458403377166454]",Sausage Pizza
4904,2927,0.0,1.0,"[0.49596166808218983,0.5040383319178101]",Tartar Sauce Squeeze Bottle
4986,4895,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Orange Mango Sparkling Water
4986,38444,1.0,1.0,"[0.12432584443093367,0.8756741555690664]",Chardonnay
4986,21333,0.0,1.0,"[0.19865162162864003,0.80134837837136]",Original Whipped Cream Cheese
4986,39581,1.0,1.0,"[0.3306285012257618,0.6693714987742382]",French Vanilla Creamer
4986,35898,0.0,1.0,"[0.49746974392798443,0.5025302560720155]",Original Hot Sauce
4986,35898,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Original Hot Sauce
4986,11281,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Double Stuf Oreo Sandwich Cookies
5046,9387,0.0,1.0,"[0.19730876806855294,0.8026912319314471]",Granny Smith Apples
5046,43026,1.0,1.0,"[0.33151988583545844,0.6684801141645416]",Deli Fresh Honey Shaved Smoked Ham
5046,28155,0.0,1.0,"[0.4943802001173706,0.5056197998826294]",Premium Lager Beer
5046,48142,1.0,1.0,"[0.4943802001173706,0.5056197998826294]",Diet
5046,22120,0.0,1.0,"[0.4943802001173706,0.5056197998826294]",Minis Mix Variety Bag
5046,6827,0.0,1.0,"[0.4965246937769006,0.5034753062230994]",Imported Beer Bottles
5060,21616,1.0,1.0,"[0.15563895521891818,0.8443610447810819]",Organic Baby Arugula
5060,24891,0.0,1.0,"[0.49650340537383325,0.5034965946261667]",Organic Chocolate 1% Milk with DHA Omega-3
5060,1511,0.0,1.0,"[0.49650340537383325,0.5034965946261667]",2% Reduced Fat DHA Omega-3 Reduced Fat Milk
5060,12206,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Basil Pesto
5060,45200,0.0,1.0,"[0.49855135241856924,0.5014486475814308]",Organic Cauliflower
5068,19604,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Medium Scarlet Raspberries
5068,47626,1.0,1.0,"[0.3303039399878775,0.6696960600121225]",Large Lemon
5068,14436,1.0,1.0,"[0.33252983197255614,0.6674701680274439]",With Savory Chicken & Turkey Cat Food
5068,46541,0.0,1.0,"[0.33244400858304884,0.6675559914169511]",Corn Flakes
5068,34590,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Pitted Dates
5164,47759,1.0,1.0,"[0.19798910766063377,0.8020108923393663]",Mandarin Oranges
5168,38689,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Organic Reduced Fat Milk
5168,27086,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Half & Half
5168,27086,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Half & Half
5168,24852,1.0,1.0,"[0.059649144685020264,0.9403508553149797]",Banana
5168,24235,1.0,1.0,"[0.07360440538823405,0.9263955946117659]",Honey Wheat Enriched Bread
5168,4793,1.0,1.0,"[0.07996662056204902,0.9200333794379509]",Wild Berry Smoothie
5168,30169,1.0,1.0,"[0.12556135369267055,0.8744386463073295]",Total 2% All Natural Plain Greek Yogurt
5168,48230,1.0,1.0,"[0.15500764031082595,0.8449923596891741]",Soft Taco Size White Flour Tortillas
5168,49683,1.0,1.0,"[0.17070065673939416,0.8292993432606058]",Cucumber Kirby
5168,48747,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Oh My Yog! Gingered Pear Trilayer Yogurt
5168,13212,1.0,1.0,"[0.3415478773137906,0.6584521226862095]",Ground Black Pepper
5205,11520,1.0,1.0,"[0.17223563934874964,0.8277643606512504]",Large Alfresco Eggs
5205,47900,1.0,1.0,"[0.2521130447846282,0.7478869552153717]","Uncured, No Sugar, Hickory Smoked Bacon"
5236,33768,0.0,1.0,"[0.16759375713082716,0.8324062428691729]",Sinfully Sweet Campari Tomatoes
5236,3298,1.0,1.0,"[0.2486496767312573,0.7513503232687427]",Mozzarella String Cheese
5236,7147,1.0,1.0,"[0.24988532851823242,0.7501146714817676]",Classic Baby Creamers Potatoes
5236,7147,1.0,1.0,"[0.24988532851823242,0.7501146714817676]",Classic Baby Creamers Potatoes
5236,37752,1.0,1.0,"[0.3358342081145793,0.6641657918854207]",Dinner Rolls
5236,35561,1.0,1.0,"[0.48958552442326136,0.5104144755767386]",Organic Tortilla Chips
5248,30391,1.0,1.0,"[0.4940135274025541,0.5059864725974459]",Organic Cucumber
5256,15040,1.0,1.0,"[0.4975096100758225,0.5024903899241775]",Organic Acorn Squash
5275,32652,0.0,1.0,"[0.49746974392798443,0.5025302560720155]",Organic Broccoli Slaw
5279,28849,1.0,1.0,"[0.15563895521891818,0.8443610447810819]",No Salt Added Black Beans
5279,21616,0.0,1.0,"[0.1978041277214131,0.8021958722785869]",Organic Baby Arugula
5279,29487,1.0,1.0,"[0.3324520881430518,0.6675479118569482]",Roma Tomato
5289,18987,1.0,1.0,"[0.19865162162864003,0.80134837837136]",Hot Dog Buns
5289,32566,1.0,1.0,"[0.2521130447846282,0.7478869552153717]",Dha Omega 3 Vitamin D Milk
5371,4605,0.0,1.0,"[0.12482139622385872,0.8751786037761413]",Yellow Onions
5371,28985,1.0,1.0,"[0.1556037557095102,0.8443962442904898]",Michigan Organic Kale
5435,36695,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Organic Hothouse Cucumbers
5435,10017,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Tilapia Filet
5435,46107,1.0,1.0,"[0.49746974392798443,0.5025302560720155]",Whole Wheat Crackers
5435,6081,0.0,1.0,"[0.4948801331865036,0.5051198668134964]",Chocolate Almond Crunch Ice Cream
5454,21137,1.0,1.0,"[0.19711850567742828,0.8028814943225717]",Organic Strawberries
5454,17794,1.0,1.0,"[0.2490591967622722,0.7509408032377278]",Carrots
5491,43122,1.0,1.0,"[0.11171713574447298,0.888282864255527]",Organic Bartlett Pear
5491,43122,1.0,1.0,"[0.11171713574447298,0.888282864255527]",Organic Bartlett Pear
5491,34969,1.0,1.0,"[0.12295513220852142,0.8770448677914786]",Red Vine Tomato
5491,13380,1.0,1.0,"[0.1518963858037856,0.8481036141962144]",Organic Blue Corn Tortilla Chips
5491,29270,1.0,1.0,"[0.1518963858037856,0.8481036141962144]",Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage
5491,42356,1.0,1.0,"[0.16226627988957334,0.8377337201104267]",Strawberry Preserves
5491,42356,1.0,1.0,"[0.16226627988957334,0.8377337201104267]",Strawberry Preserves
5491,15143,1.0,1.0,"[0.16062625584102141,0.8393737441589786]",Blueberry Pint
5491,22164,1.0,1.0,"[0.20039722328697637,0.7996027767130236]","Cherries & Almonds in Dark Chocolate, 55% Cocoa"
5491,19982,1.0,1.0,"[0.20039722328697637,0.7996027767130236]",Part Skim Ricotta
5491,9076,0.0,1.0,"[0.25087690345080776,0.7491230965491922]",Blueberries
5491,26769,1.0,1.0,"[0.3311065868505602,0.6688934131494397]",Organic Unrefined Coconut Oil
5565,3976,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Green Blueberry Slim Life Tea
5565,48917,1.0,1.0,"[0.49702466371018583,0.5029753362898142]",Original Squeeze Vegenaise
5636,32689,1.0,1.0,"[0.3314926140572972,0.6685073859427029]",Romaine Hearts
5805,24852,0.0,1.0,"[0.32849436868857906,0.6715056313114209]",Banana
5815,23879,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Applewood Smoked Turkey Breast
5815,23879,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Applewood Smoked Turkey Breast
5815,34134,1.0,1.0,"[0.10214481830682604,0.8978551816931739]",Spinach Peas & Pear Stage 2 Baby Food
5815,47029,1.0,1.0,"[0.10490647821810717,0.8950935217818928]",Organic Greek Nonfat Yogurt With Mixed Berries
5815,3020,0.0,1.0,"[0.10490647821810717,0.8950935217818928]",Broccoli & Apple Stage 2 Baby Food
5815,10132,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic American Cheese Singles
6008,26209,0.0,1.0,"[0.4961367031241091,0.5038632968758909]",Limes
6049,35469,1.0,1.0,"[0.33244400858304884,0.6675559914169511]",Enchilada Black Bean Vegetable
6083,24852,0.0,1.0,"[0.15635465740472632,0.8436453425952737]",Banana
6083,5479,0.0,1.0,"[0.49330783869374323,0.5066921613062567]",Italian Sparkling Mineral Water
6114,2855,1.0,1.0,"[0.16759375713082716,0.8324062428691729]",Organic Good Seed Bread
6114,890,1.0,1.0,"[0.4894794204904918,0.5105205795095082]",Organic Diced Tomatoes
6118,18465,1.0,1.0,"[0.0636994437591345,0.9363005562408655]",Organic Grade A Free Range Large Brown Eggs
6118,44987,0.0,1.0,"[0.0636994437591345,0.9363005562408655]",Heavy Whipping Cream
6118,40396,1.0,1.0,"[0.08250446258092806,0.917495537419072]",Guacamole
6118,43749,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Organic Ice Cream Vanilla Bean
6118,21137,1.0,1.0,"[0.12544581916834854,0.8745541808316515]",Organic Strawberries
6118,18027,1.0,1.0,"[0.1236211571975141,0.8763788428024859]",Ezekiel 4:9 Bread Organic Sprouted Whole Grain
6118,30774,1.0,1.0,"[0.16816119842262872,0.8318388015773712]",Organic French Roast Ground Coffee
6118,47209,1.0,1.0,"[0.2498692554798021,0.7501307445201979]",Organic Hass Avocado
